Index,Contract_Execution_Date,PMT_No.,Item_No,Sales_Contract_No.,Contract/Spot,Sold_to_Customer_Name,Sold_to_Customer_Code,Customer_Type,Customer_Industry,Grade,Material,Payment_Term,Incoterm,Country,Destination_Port,City_State,Shipping_Condition,Export/Domestic,Cross_Boarder,Plant,RETA,BL_Date,EXCHANGE_RATE,QUANTITY,UOM,Currency,FLOOR_PRICE,NORMALISED_INVOICE_PRICE,REFERENCE_MARKET_PRICE,Price_Premium,PRODUCTBASEPRICE,GRADEALPHA,INVOICEPRICE
64,2/7/2018,QTN-0000015403-1,1,30013644,QUOTATION,MC INDUSTRIAL CHEMICAL COMPANY,8010004933,Distributor / Trader,Mfg-Petroleum Prod,C150Y,72000448,TT30,DDP,Thailand,THBKK BANGKOK,THBKK BANGKOK,MARINE PACK,EXPORT,NONCROSSBORDER,M169,00:00.0,,31.1797,170,MT,USD,1230,1323.85651,1255,68.8565100000001,1270,5,1325
65,10/4/2018,QTN-0000019665-1,1,30017433,QUOTATION,SK PLASTIC RELIANCE COMPANY,8010005245,End Customer,Trading,C150Y,72000448,TT00,CFR,Philippines,PHMNL MANILA,,MARINE PACK,EXPORT,NONCROSSBORDER,M169,00:00.0,,4.1,52,MT,USD,1150,1213.09712,1197.5,15.5971199999999,1190,15,1215
66,3/9/2018,QTN-0000016017-1,1,30014075,QUOTATION,VARIOUS RESOURCES (M) SDN BHD,8010001515,End Customer,Mfg-Petroleum Prod,HD5301AA,72000544,ZM60,DAP,Malaysia,MYKD01 ALOR SETAR,MYJH01 JOHOR BAHRU,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M167,00:00.0,00:00.0,3.9,66,MT,USD,1340,1418.14228,1401.25,16.89228,1360,23.5210909090909,1445.00109090909
67,3/9/2018,QTN-0000015944-1,1,30014109,QUOTATION,"ISONO CO., LTD.",8010006642,End Customer,Mfg-Chemical Product,M022X,72000628,TT00,CFR,Japan,JPHTD HAKATA,,MARINE PACK,EXPORT,NONCROSSBORDER,M059,00:00.0,,3.9,34,MT,USD,1260,1362.3474,1285,77.3474000000001,1270,30,1360
68,3/9/2018,QTN-0000015944-1,2,30014096,QUOTATION,"ISONO CO., LTD.",8010006642,End Customer,Mfg-Chemical Product,M022X,72000628,TT00,CFR,Japan,JPNGO NAGOYA,,MARINE PACK,EXPORT,NONCROSSBORDER,M059,00:00.0,,3.9,17,MT,USD,1260,1362.3474,1285,77.3474000000001,1270,30,1360
69,3/9/2018,QTN-0000015958-1,4,30014100,QUOTATION,"DISCOVERING PETROCHEMICAL CO., LTD.",8010006692,Distributor / Trader,Trading,C150Y,72000448,LC60,CFR,China,CHINA MAIN PORT,,MARINE PACK,EXPORT,NONCROSSBORDER,M059,00:00.0,,3.9,255,MT,USD,1230,1242.69931,1237.5,5.19930999999997,1270,1.64403921568627,1247.00403921568
70,10/10/2018,QTN-0000019741-1,1,30017610,QUOTATION,MEGASTRIKE INTERNATIONAL,8010001056,Distributor / Trader,Mfg-Petroleum Prod,C150Y,72000448,ZCBD,CFR,Bangladesh,BDCGP CHITTAGONG,,MARINE PACK,EXPORT,NONCROSSBORDER,M169,00:00.0,00:00.0,4.14,102,MT,USD,1190,1172.08849,1182.5,-10.4115099999999,1190,40,1210
71,5/2/2017,QTN-0000010479-1,1,30009299,QUOTATION,CJ POLYMERS SDN. BHD.,8010000714,Distributor / Trader,Mfg-Petroleum Prod,HD5301AA,72000544,TT60SBLC,FOB,Bangladesh,BANGLADESH,,MARINE PACK,EXPORT,NONCROSSBORDER,M167,00:00.0,00:00.0,0,210,MT,USD,1130,1156.00019,1163.75,-7.74981000000003,1170,1.51459047619047,1160.00459047619
72,2/6/2018,QTN-0000015081-1,1,30013620,QUOTATION,"INTERCORDIA CO., LTD",8010000926,Distributor / Trader,Mfg-Petroleum Prod,C150Y,72000448,LC60,CFR,Vietnam,VNHAP HAI PHONG,,MARINE PACK,EXPORT,NONCROSSBORDER,M059,00:00.0,00:00.0,3.95,34,MT,USD,1230,1255.65443,1255,0.654430000000048,1270,1.6440294117647,1260.00402941176
73,3/9/2018,QTN-0000015970-1,1,30014127,QUOTATION,"PROPLUS SOURCING CO., LTD.",8010001214,Distributor / Trader,Mfg-Petroleum Prod,C150Y,72000448,TT03,DDP,Thailand,THBKK BANGKOK,THBKK BANGKOK,MARINE PACK,EXPORT,NONCROSSBORDER,M169,00:00.0,,31.2181,340,MT,USD,1230,1326.94394,1285,41.9439400000001,1270,5,1325
74,1/7/2019,QTN-0000021496-1,4,30019334,QUOTATION,VARIOUS RESOURCES (M) SDN BHD,8010001515,End Customer,Mfg-Petroleum Prod,LL0209SA,72000608,ZM60,DAP,Malaysia,MYKD01 ALOR SETAR,MYJH08 SENAI,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M167,00:00.0,00:00.0,4.16,67.5,MT,USD,1040,1049.9018,1036.66667,13.23513,1060,22.7443851851851,1075.00438518518
75,1/11/2018,QTN-0000014856-1,1,30013284,QUOTATION,LEAN LEE TRADING CO. SDN BHD,8010000999,End Customer,Mfg-Petroleum Prod,C150Y,72000448,ZM60,DAP,Malaysia,MYKD01 ALOR SETAR,MYPG06 PENANG,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M059,00:00.0,00:00.0,4.06,132,MT,MYR,4953.19993,4884.12668,5105.44993,-221.323249999999,5034.39993181818,94.2342651515151,5009.40419696969
76,1/31/2019,QTN-0000022081-1,3,30019820,QUOTATION,"DISCOVERING PETROCHEMICAL CO., LTD.",8010006692,Distributor / Trader,Trading,C150Y,72000448,LC60,CFR,China,CHINA MAIN PORT,,MARINE PACK,EXPORT,NONCROSSBORDER,M169,00:00.0,,4.16,24.75,MT,USD,950,1026.93042,993.33333,33.5970899999999,1040,-28.7184242424242,1034.50157575757
77,1/31/2019,QTN-0000022337-1,1,30019852,QUOTATION,"ZHEJIANG JUFA CHEMICAL CO., LTD.",8010006732,Distributor / Trader,Trading,C150Y,72000448,LC60,CFR,China,CNNGB NINGBO,,MARINE PACK,EXPORT,NONCROSSBORDER,M169,00:00.0,,4.11,510,MT,USD,960,1036.41437,1017.5,18.91437,1040,-38.7054803921568,1040.00451960784
78,12/6/2017,QTN-0000014120-1,1,30012627,QUOTATION,NCI INDUSTRIES SDN. BHD.,8010001101,End Customer,Mfg-Petroleum Prod,HD5201AA,72000539,ZM60,DAP,Malaysia,MYKD01 ALOR SETAR,MYJH07 PONTIAN,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M167,00:00.0,00:00.0,4.15,22,MT,USD,1240,1313.64176,1216.25,97.39176,1230,53.2621818181818,1340.00218181818
79,1/19/2018,QTN-0000014973-1,1,30013361,QUOTATION,BP PLASTICS SDN BHD,8010000663,End Customer,Mfg-Petroleum Prod,LL0209SA,72000608,ZM60,DAP,Malaysia,MYKD01 ALOR SETAR,MYJH13 BATU PAHAT,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M167,00:00.0,00:00.0,4.06,180,MT,USD,1220,1199.18585,1191.25,7.93585000000007,1240,23.2104111111111,1225.00041111111
80,3/10/2018,QTN-0000016104-1,2,30014137,QUOTATION,CHIGA LIGHT INDUSTRIES SDN BHD,8010000700,End Customer,Mfg-Petroleum Prod,LL0209SA,72000608,ZM60,DAP,Malaysia,MYKD01 ALOR SETAR,MYJH13 BATU PAHAT,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M167,00:00.0,00:00.0,3.9,67.5,MT,USD,1285,1268.85189,1265,3.85188999999991,1305,23.3786962962962,1294.99869629629
81,3/10/2018,QTN-0000016100-1,2,30014143,QUOTATION,CHIGA LIGHT INDUSTRIES SDN BHD,8010000700,End Customer,Mfg-Petroleum Prod,C150Y,72000448,ZM60,DAP,Malaysia,MYKD01 ALOR SETAR,MYJH13 BATU PAHAT,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M059,00:00.0,00:00.0,3.9,44,MT,MYR,4875.00012,5006.66081,5011.50012,-4.83930999999939,4953.00011363636,90.8235227272727,5128.50363636363
82,10/10/2018,QTN-0000019843-1,1,30017606,QUOTATION,MERIT INDUSTRIES SDN BHD,8010001060,End Customer,Mfg-Petroleum Prod,N109X,72000660,ZM60,DAP,Malaysia,MYPR16 KAMUNTING,MYPR16 KAMUNTING,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M169,00:00.0,00:00.0,4.14,66,MT,USD,1220,1214.11465,1182.5,31.61465,1190,73.210409090909,1240.0004090909
83,1/8/2018,QTN-0000014763-1,2,30013184,QUOTATION,SLP POLYMERS SDN. BHD.,8010006647,End Customer,Mfg-Chemical Product,C150Y,72000448,ZM60,DAP,Malaysia,MYKD01 ALOR SETAR,MYKD13 KULIM,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M059,00:00.0,,4.06,55,MT,MYR,4953.19993,5010.02625,5105.44993,-95.4236799999999,5034.39992727272,94.2342727272727,5135.9042
84,1/5/2018,QTN-0000014371-1,1,30013140,QUOTATION,PT. GUNUNG SUKSES MAKMUR ETERNAL,8010005866,End Customer,Mfg-Chemical Product,HD5201AA,72000539,LC30,CFR,Indonesia,INDONESIA MAIN PORT,,MARINE PACK,EXPORT,NONCROSSBORDER,M167,00:00.0,,4.15,402.5,MT,USD,1220,1263.89534,1216.25,47.64534,1230,45,1280
85,1/22/2019,QTN-0000021965-1,1,30019674,QUOTATION,OLEFIN CHEMICALS MARKETING INC.,8010001125,Distributor / Trader,Mfg-Petroleum Prod,C150Y,72000448,TT00,CFR,Philippines,PHMNL MANILA,,MARINE PACK,EXPORT,NONCROSSBORDER,M169,00:00.0,00:00.0,4.16,70,MT,USD,1000,1061.82959,1040,21.8295900000001,1040,0,1060
86,7/13/2018,QTN-0000018306-1,1,30016157,QUOTATION,KAMMA KLANG ENTERPRISE SDN BHD,8010000960,End Customer,Mfg-Petroleum Prod,HD5301AA,72000544,ZCBD,DAP,Malaysia,MYKD01 ALOR SETAR,MYSG00 KLANG VALLEY,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M167,00:00.0,00:00.0,4,66,MT,USD,1380,1452.53726,1392,60.5372600000001,1400,20,1470
87,2/5/2018,QTN-0000015319-1,1,30013541,QUOTATION,CP POWDERS SDN. BHD.,8010000737,End Customer,Mfg-Petroleum Prod,LL3840UA,72000617,ZB60,DAP,Malaysia,MYKD01 ALOR SETAR,MYSG00 KLANG VALLEY,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M167,00:00.0,00:00.0,4.06,440,MT,USD,1250,1362.7143,1265,97.7143000000001,1240,51.6440409090909,1387.50404090909
88,1/15/2018,QTN-0000014666-1,1,30013331,QUOTATION,CJ POLYMERS SDN. BHD.,8010000714,Distributor / Trader,Mfg-Petroleum Prod,C150Y,72000448,TT60SBLC,CFR,Bangladesh,BDCGP CHITTAGONG,,MARINE PACK,EXPORT,NONCROSSBORDER,M059,00:00.0,00:00.0,4.06,510,MT,USD,1240,1185.7492,1257.5,-71.7508,1240,41.6052058823529,1229.99520588235
89,9/7/2018,QTN-0000019282-1,2,30017031,QUOTATION,CJ POLYMERS SDN. BHD.,8010000714,Distributor / Trader,Mfg-Petroleum Prod,N109X,72000660,ZB60,DAP,Malaysia,MYSG00 KLANG VALLEY,MYSG00 KLANG VALLEY,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M169,00:00.0,00:00.0,4.1,22,MT,USD,1200,1235.7147,1197.5,38.2147,1190,51.6052272727272,1239.99522727272
90,10/4/2018,QTN-0000019737-1,1,30017451,QUOTATION,OPEC PLASTICS JOINT STOCK COMPANY,8010005346,Distributor / Trader,Mfg-Petroleum Prod,C150Y,72000448,LC00,CFR,Philippines,PHMNL MANILA,,MARINE PACK,EXPORT,NONCROSSBORDER,M169,00:00.0,,4.14,364,MT,USD,1150,1196,1182.5,13.5,1190,15,1200
91,2/13/2018,QTN-0000015498-1,2,30013749,QUOTATION,"DISCOVERING PETROCHEMICAL CO., LTD.",8010006692,Distributor / Trader,Trading,C150Y,72000448,LC60,CFR,Taiwan,TWTXG TAICHUNG,,MARINE PACK,EXPORT,NONCROSSBORDER,M059,00:00.0,,3.85,297,MT,USD,1230,1211.20794,1255,-43.79206,1270,36.6440404040404,1244.50404040404
92,3/7/2018,QTN-0000015831-1,1,30014013,QUOTATION,BETAFOAM CORPORATION,8010000645,End Customer,Mfg-Petroleum Prod,C150Y,72000448,LC00,CFR,Philippines,PHMNL MANILA,,MARINE PACK,EXPORT,NONCROSSBORDER,M059,00:00.0,00:00.0,3.9,52,MT,USD,1230,1335,1285,50,1270,15,1350
93,3/7/2018,QTN-0000015842-1,1,30014012,QUOTATION,SAGREX CORPORATION,8010004688,End Customer,Mfg-Petroleum Prod,C150Y,72000448,LC00,CFR,Philippines,PHDVO DAVAO,,MARINE PACK,EXPORT,NONCROSSBORDER,M059,00:00.0,,3.9,26,MT,USD,1230,1353,1285,68,1270,15,1355
94,10/10/2019,QTN-0000027326-1,1,30024754,QUOTATION,PT. SAI APPAREL INDUSTRIES,8010001234,End Customer,Mfg-Petroleum Prod,C150Y,72000448,TT00,CFR,Indonesia,INDONESIA MAIN PORT,,MARINE PACK,EXPORT,NONCROSSBORDER,M169,00:00.0,00:00.0,4.19,35,MT,USD,910,1080,971.25,108.75,950,0,1080
95,10/10/2019,QTN-0000027304-1,1,30024753,QUOTATION,MEGASTRIKE INTERNATIONAL,8010001056,Distributor / Trader,Mfg-Petroleum Prod,C150Y,72000448,ZCBD,CFR,Bangladesh,BDCGP CHITTAGONG,,MARINE PACK,EXPORT,NONCROSSBORDER,M169,00:00.0,00:00.0,4.19,50,MT,USD,950,995,971.25,23.75,950,55,1050
96,10/10/2019,QTN-0000027300-1,1,30024750,QUOTATION,CJ POLYMERS SDN. BHD.,8010000714,Distributor / Trader,Mfg-Petroleum Prod,C150Y,72000448,ZM45,CFR,Bangladesh,BDCGP CHITTAGONG,,MARINE PACK,EXPORT,NONCROSSBORDER,M169,00:00.0,00:00.0,0,210,MT,USD,950,1000,971.25,28.75,950,40,1040
97,5/4/2018,QTN-0000017275-1,1,30015062,QUOTATION,STA POLYMER SDN BHD,8010001392,End Customer,Mfg-Petroleum Prod,HD5301AA,72000544,ZCBD,DAP,Malaysia,MYKD01 ALOR SETAR,MYJH01 JOHOR BAHRU,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M167,00:00.0,00:00.0,3.88,66,MT,USD,1390,1451.53553,1372.5,79.0355300000001,1410,20,1469
98,12/7/2018,QTN-0000020804-1,1,30018790,QUOTATION,"PRIME POLYMER CO., LTD",8010007117,Distributor / Trader,Trading,C150Y,72000448,TT05,DDP,Thailand,THAYU AYUTHAYA,THBKK BANGKOK,TRUCK PACK(Drum),EXPORT,CROSSBORDER,M169,00:00.0,,32.8597,220,MT,USD,990,1096.46928,1102,-5.53071999999997,1030,45,1135
99,10/10/2018,QTN-0000019869-1,1,30017638,QUOTATION,THONG GUAN PLASTIC & PAPER,8010001465,End Customer,Mfg-Petroleum Prod,C150Y,72000448,ZM60,DAP,Malaysia,MYKD01 ALOR SETAR,MYKD08 SG PETANI,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M169,00:00.0,00:00.0,4.14,44,MT,USD,1170,1206.15317,1182.5,23.65317,1190,23.0809545454545,1232.00095454545
100,3/2/2018,QTN-0000015721-1,1,30013905,QUOTATION,PT. BUKITMEGA MASABADI,8010001217,Distributor / Trader,Mfg-Petroleum Prod,LL3840UA,72000617,TT60SBLC,CFR,Indonesia,INDONESIA MAIN PORT,,MARINE PACK,EXPORT,NONCROSSBORDER,M167,00:00.0,00:00.0,3.85,402.5,MT,USD,1230,1372.69704,1216.25,156.44704,1240,46.6440422360248,1392.50404223602
101,3/8/2018,QTN-0000016042-1,1,30014047,QUOTATION,WT PLASTIC PRODUCTS SDN BHD,8010001548,End Customer,Mfg-Petroleum Prod,HD5301AA,72000544,ZB60,DAP,Malaysia,MYSG00 KLANG VALLEY,MYSG00 KLANG VALLEY,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M167,00:00.0,00:00.0,3.9,726,MT,USD,1340,1405.06411,1401.25,3.81411000000003,1360,21.7605482093663,1430.00054820936
102,2/9/2018,QTN-0000015407-1,1,30013697,QUOTATION,"PRO-CHEM (HONG KONG) CO., LIMITED",8010005309,Distributor / Trader,Trading,C150Y,72000448,LC60,CFR,China,CHINA MAIN PORT,,MARINE PACK,EXPORT,NONCROSSBORDER,M059,00:00.0,,3.85,612,MT,USD,1230,1235.72348,1202.5,33.2234800000001,1270,1.6440408496732,1240.00404084967
103,2/7/2018,QTN-0000015112-1,1,30013616,QUOTATION,"PMS CO., LTD.",8010005614,Distributor / Trader,Trading,C150Y,72000448,LC00,CFR,Vietnam,VNSGN HO CHI MINH,,MARINE PACK,EXPORT,NONCROSSBORDER,M059,00:00.0,,3.95,102,MT,USD,1230,1300,1255,45,1270,0,1300
104,2/5/2018,QTN-0000015251-1,2,30013509,QUOTATION,PLASTIC CENTRE SDN BHD,8010001173,End Customer,Mfg-Petroleum Prod,HD5201AA,72000539,ZB60,DAP,Malaysia,MYKD01 ALOR SETAR,MYSG00 KLANG VALLEY,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M167,00:00.0,00:00.0,3.85,176,MT,USD,1340,1375.16767,1235,140.16767,1330,51.7605454545454,1400.00054545454
105,2/19/2018,QTN-0000015459-1,1,30013796,QUOTATION,PT. BUKITMEGA MASABADI,8010001217,Distributor / Trader,Mfg-Petroleum Prod,LL3840UA,72000617,TT60SBLC,CFR,Indonesia,INDONESIA MAIN PORT,,MARINE PACK,EXPORT,NONCROSSBORDER,M167,00:00.0,00:00.0,3.85,350,MT,USD,1230,1370.20567,1216.25,153.95567,1240,46.64404,1390.00404
106,5/12/2017,QTN-0000010799-1,1,30009542,QUOTATION,STA POLYMER SDN BHD,8010001392,End Customer,Mfg-Petroleum Prod,HD5301AA,72000544,ZCBD,DAP,Malaysia,MYKD01 ALOR SETAR,MYJH01 JOHOR BAHRU,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M167,00:00.0,00:00.0,0,110,MT,USD,1150,1147.01945,1163.75,-16.73055,1170,20,1170
107,12/28/2017,QTN-0000014563-1,1,30012957,QUOTATION,"ZHEJIANG JUFA CHEMICAL CO., LTD.",8010006732,Distributor / Trader,Trading,C150Y,72000448,TT00,CFR,China,CNNGB NINGBO,,MARINE PACK,EXPORT,NONCROSSBORDER,M169,00:00.0,,4.08,102,MT,USD,1140,1151.98493,1185,-33.0150699999999,1240,60,1150
108,7/12/2017,QTN-0000011857-1,1,30010582,QUOTATION,LOONGSEN PLASTICS (M) SDN BHD,8010001017,End Customer,Mfg-Petroleum Prod,HD5301AA,72000544,ZM60,DAP,Malaysia,MYMK01 MELAKA,MYMK01 MELAKA,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M167,00:00.0,00:00.0,4.25,110,MT,USD,1110,1094.65574,1100,-5.34426000000008,1130,22.9256181818181,1124.99561818181
109,10/1/2018,QTN-0000019668-1,2,30017343,QUOTATION,TYCOPLAS SDN. BHD.,8010001493,End Customer,Mfg-Petroleum Prod,HD5301AA,72000544,ZM30,DAP,Malaysia,MYSG00 KLANG VALLEY,MYSG00 KLANG VALLEY,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M167,00:00.0,00:00.0,4.1,66,MT,USD,1350,1327.08733,1350,-22.9126699999999,1370,20,1350
110,3/9/2018,QTN-0000016058-1,1,30014131,QUOTATION,SCIENTEX GREAT WALL (IPOH) SDN BHD,8010001115,End Customer,Mfg-Petroleum Prod,LL0209SA,72000608,ZM60,DAP,Malaysia,MYKD01 ALOR SETAR,MYPR06 CHEMOR,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M167,00:00.0,00:00.0,3.9,45,MT,USD,1285,1257.28704,1265,-7.71296000000007,1305,23.3786888888888,1283.37868888888
111,7/5/2018,QTN-0000018197-1,1,30016047,QUOTATION,PRIMAPLAS PTY LTD,8010001208,Distributor / Trader,Mfg-Petroleum Prod,M022X,72000628,LC30,CFR,Australia,AUSYD SYDNEY,,MARINE PACK,EXPORT,NONCROSSBORDER,M169,00:00.0,00:00.0,3.88,17,MT,USD,1310,1268.81767,1255.625,13.1926699999999,1220,130,1370
112,1/8/2019,QTN-0000021454-1,1,30019391,QUOTATION,"PREMIUM PLAST CO., LTD",8010001205,Distributor / Trader,Mfg-Petroleum Prod,C150Y,72000448,TT30SBLC,DDP,Thailand,THBKK BANGKOK,THBKK BANGKOK,MARINE PACK,EXPORT,NONCROSSBORDER,M169,00:00.0,00:00.0,32.4056,204,MT,USD,1000,1064.08089,1040,24.08089,1040,5,1065
113,1/31/2019,QTN-0000022340-1,1,30019853,QUOTATION,"DISCOVERING PETROCHEMICAL CO., LTD.",8010006692,Distributor / Trader,Trading,C150Y,72000448,LC60,CFR,China,CHINA MAIN PORT,,MARINE PACK,EXPORT,NONCROSSBORDER,M169,00:00.0,,4.11,1037,MT,USD,960,1035.91609,1017.5,18.4160899999999,1040,-38.7054792671166,1039.50452073288
114,2/22/2019,QTN-0000022780-1,1,30020247,QUOTATION,CP POWDERS SDN. BHD.,8010000737,End Customer,Mfg-Petroleum Prod,LL3840UA,72000617,ZB60,DAP,Malaysia,MYKD01 ALOR SETAR,MYSG00 KLANG VALLEY,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M167,00:00.0,00:00.0,4.11,220,MT,USD,1070,1091.15198,1031.25,59.9019800000001,1060,51.4110272727272,1115.00102727272
115,1/8/2019,QTN-0000021492-1,4,30019366,QUOTATION,KLANG HOCK PLASTIC INDUSTRIES,8010000979,End Customer,Mfg-Petroleum Prod,LL0209SA,72000608,ZM60,DAP,Malaysia,MYKD01 ALOR SETAR,MYSG00 KLANG VALLEY,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M167,00:00.0,00:00.0,4.16,382.5,MT,USD,1040,1034.97299,1036.66667,-1.69368000000009,1060,22.7443843137254,1060.00438431372
116,2/7/2018,QTN-0000014986-1,1,30013595,QUOTATION,PT. GUNUNG SUKSES MAKMUR ETERNAL,8010005866,End Customer,Mfg-Chemical Product,LL3840UA,72000617,LC30,CFR,Indonesia,INDONESIA MAIN PORT,,MARINE PACK,EXPORT,NONCROSSBORDER,M167,00:00.0,,4.06,210,MT,USD,1230,1326.3414,1216.25,110.0914,1240,45,1342.5
117,8/7/2017,QTN-0000012226-1,2,30010943,QUOTATION,COLOR PIGMENT (M) SDN. BHD.,8010006278,End Customer,Mfg-Others,M022X,72000628,ZCBD,DAP,Malaysia,MYKD01 ALOR SETAR,MYSG01 SHAH ALAM,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M059,00:00.0,,4.29,11,MT,MYR,5233.79995,5552.50196,5147.99995,404.502009999999,5190.8999090909,214.5,5649.9999090909
118,6/6/2018,QTN-0000017675-1,1,30015510,QUOTATION,HELIPRO ENTERPRISE SDN BHD,8010000878,End Customer,Mfg-Petroleum Prod,HD5301AA,72000544,ZM30,DAP,Malaysia,MYKD01 ALOR SETAR,MYSG13 SG BULUH,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M167,00:00.0,00:00.0,3.97,22,MT,USD,1390,1462.7939,1388.75,74.0438999999999,1410,20,1486
119,3/6/2018,QTN-0000015891-1,1,30013949,QUOTATION,KUANG BENG PLASTIC INDUSTRY,8010000988,End Customer,Mfg-Petroleum Prod,HD5301AA,72000544,ZM60,DAP,Malaysia,MYKD01 ALOR SETAR,MYPR01 IPOH,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M167,00:00.0,00:00.0,3.9,220,MT,USD,1340,1408.18975,1401.25,6.93975,1360,23.5210954545454,1435.00109545454
120,3/8/2018,QTN-0000015773-1,1,30014065,QUOTATION,PT. PANCA BUDI PRATAMA,8010001230,End Customer,Mfg-Petroleum Prod,C150Y,72000448,TT60,CFR,Indonesia,INDONESIA MAIN PORT,,MARINE PACK,EXPORT,NONCROSSBORDER,M059,00:00.0,00:00.0,3.85,510,MT,USD,1000000,1310.41279,1285,25.4127900000001,1270,16.6440411764705,1330.00404117647
121,7/17/2018,QTN-0000018368-1,1,30016190,QUOTATION,PT. SAI APPAREL INDUSTRIES,8010001234,End Customer,Mfg-Petroleum Prod,C150Y,72000448,TT00,CFR,Indonesia,INDONESIA MAIN PORT,,MARINE PACK,EXPORT,NONCROSSBORDER,M169,00:00.0,00:00.0,3.97,34,MT,USD,1200,1307.27836,1255.625,51.65336,1240,15,1320
122,5/4/2018,QTN-0000017250-1,1,30015021,QUOTATION,KAMMA KLANG ENTERPRISE SDN BHD,8010000960,End Customer,Mfg-Petroleum Prod,HD5301AA,72000544,ZCBD,DAP,Malaysia,MYKD01 ALOR SETAR,MYSG00 KLANG VALLEY,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M167,00:00.0,00:00.0,3.88,22,MT,USD,1390,1477.58041,1372.5,105.08041,1410,20,1495
123,2/7/2019,QTN-0000022405-1,1,30019932,QUOTATION,NCI INDUSTRIES SDN. BHD.,8010001101,End Customer,Mfg-Petroleum Prod,HD5201AA,72000539,ZM60,DAP,Malaysia,MYKD01 ALOR SETAR,MYJH07 PONTIAN,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M167,00:00.0,00:00.0,4.11,44,MT,USD,1070,1142.45804,1086.25,56.20804,1060,52.8220454545454,1168.00204545454
124,5/10/2018,QTN-0000017315-1,1,30015105,QUOTATION,"PROPLUS SOURCING CO., LTD.",8010001214,Distributor / Trader,Mfg-Petroleum Prod,C150Y,72000448,TT03,DDP,Thailand,THBKK BANGKOK,THBKK BANGKOK,MARINE PACK,EXPORT,NONCROSSBORDER,M169,00:00.0,,31.2272,323,MT,USD,1180,1276.87058,1240,36.87058,1220,5,1275
125,7/6/2017,QTN-0000011755-1,1,30010502,QUOTATION,COLOR PIGMENT (M) SDN. BHD.,8010006278,End Customer,Mfg-Others,HD5301AA,72000544,ZCBD,DAP,Malaysia,MYKD01 ALOR SETAR,MYSG22 PUCHONG,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M167,00:00.0,,4.25,66,MT,USD,1110,1101.94178,1100,1.94178000000011,1130,20,1125
126,8/3/2017,QTN-0000011987-1,1,30010858,QUOTATION,PT. BERLINA TBK,8010001242,End Customer,Mfg-Petroleum Prod,C150Y,72000448,LC30,CFR,Indonesia,IDJKT JAKARTA,,MARINE PACK,EXPORT,NONCROSSBORDER,M059,00:00.0,00:00.0,4.25,34,MT,USD,1180,1218.94712,1221,-2.05287999999996,1220,0,1220
127,3/8/2018,QTN-0000015968-1,1,30014027,QUOTATION,"PREMIUM PLAST CO., LTD",8010001205,Distributor / Trader,Mfg-Petroleum Prod,C150Y,72000448,TT30SBLC,DDP,Thailand,THBKK BANGKOK,THBKK BANGKOK,TRUCK PACK(Drum),EXPORT,CROSSBORDER,M169,00:00.0,00:00.0,31.1202,22,MT,USD,1230,1293.84788,1285,8.84788000000003,1270,45,1335
128,3/8/2018,QTN-0000015971-1,1,30014028,QUOTATION,HATYAI RUNG ROJ PLASTIC LTD. PART,8010000877,End Customer,Mfg-Petroleum Prod,C150Y,72000448,ZB05,DDP,Thailand,THAYU AYUTHAYA,THHDY HAT YAI,TRUCK PACK(Drum),EXPORT,CROSSBORDER,M169,00:00.0,,31.2181,132,MT,USD,1230,1321.7476,1285,36.7475999999999,1270,35,1350
